"Name"	"start"	"end"	"chrom"
"LOC101241902"	78722846	78724374	"chr8"
"LOC101409256"	90396291	90398236	"chr7"
"LOC101448202"	134819414	134872618	"chr9"
"LOC101559451"	4704229	4705529	"chr17"
"LOC101593348"	122226441	122228792	"chr12"
"LOC101926886"	115147412	115334864	"chr3"
"LOC101926887"	89332104	89344944	"chr10"
"LOC101926889"	25184671	25196892	"chr20"
"LOC101926892"	70471133	70485687	"chr8"
"LOC101926898"	46492051	46533486	"chr6"
"LOC101926905"	141046204	141078031	"chr5"
"LOC101926907"	58808919	58816042	"chr1"
"LOC101926908"	72732044	72751843	"chr8"
"LOC101926913"	170700367	170770766	"chr2"
"LOC101926915"	46276323	46365508	"chr6"
"LOC101926923"	197333676	197338935	"chr3"
"LOC101926933"	22929608	22954692	"chr14"
"LOC101926934"	46670443	46688165	"chr6"
"LOC101926935"	25844666	25854021	"chr20"
"LOC101926942"	90402520	90540805	"chr10"
"LOC101926943"	74688936	74728918	"chr7"
"LOC101926944"	59772794	59788832	"chr1"
"LOC101926948"	35646269	35647476	"chr9"
"LOC101926953"	117722826	117794874	"chr3"
"LOC101926956"	92668631	92683445	"chr8"
"LOC101926959"	95665604	95668727	"chr2"
"LOC101926960"	42155832	42175345	"chr5"
"LOC101926962"	46903470	46910029	"chr6"
"LOC101926963"	602844	608502	"chr7"
"LOC101926964"	60659630	60825584	"chr1"
"LOC101926967"	44198736	44223703	"chr17"
"LOC101926968"	118641767	118644157	"chr3"
"LOC101926969"	91571529	91580863	"chr2"
"LOC101926974"	46246436	46291283	"chr2"
"LOC101926977"	94553616	94570680	"chr8"
"LOC101926984"	28263633	28272468	"chr17"
"LOC101926994"	92780065	92788359	"chr15"
"LOC101927000"	561957	565619	"chr7"
"LOC101927010"	121988414	121990450	"chr3"
"LOC101927012"	147662050	147694940	"chr5"
"LOC101927013"	93745154	93757717	"chr10"
"LOC101927018"	28926274	28944749	"chr17"
"LOC101927019"	39315931	39328174	"chr12"
"LOC101927020"	49811539	49820503	"chr6"
"LOC101927021"	1160373	1165958	"chr7"
"LOC101927023"	112228282	112257309	"chr5"
"LOC101927025"	93089402	93172403	"chr15"
"LOC101927026"	9286338	9657270	"chr16"
"LOC101927027"	178413658	178440243	"chr2"
"LOC101927039"	96235609	96239427	"chr8"
"LOC101927040"	79769371	79871737	"chr8"
"LOC101927042"	38949637	38998500	"chr9"
"LOC101927043"	47192404	47345074	"chr2"
"LOC101927044"	3216245	3246501	"chr18"
"LOC101927045"	24442952	24502197	"chr14"
"LOC101927046"	149381015	149384359	"chr5"
"LOC101927048"	49815492	49824766	"chr6"
"LOC101927050"	89625444	89637907	"chr2"
"LOC101927051"	37641831	37658377	"chr22"
"LOC101927053"	96919105	96925837	"chr2"
"LOC101927055"	178776925	178779963	"chr2"
"LOC101927056"	125827236	125886077	"chr3"
"LOC101927057"	31272010	31273648	"chr17"
"LOC101927060"	46982785	47100283	"chr17"
"LOC101927066"	96951863	97446497	"chr8"
"LOC101927069"	68953087	68975841	"chr9"
"LOC101927070"	98761062	98771898	"chr2"
"LOC101927072"	68025811	68037131	"chr13"
"LOC101927073"	179654742	179679990	"chr2"
"LOC101927078"	114447417	114773413	"chr5"
"LOC101927079"	21990079	22095613	"chr15"
"LOC101927080"	47297674	47319723	"chr16"
"LOC101927082"	51621869	51622577	"chr6"
"LOC101927086"	70413671	70602089	"chr9"
"LOC101927089"	50620190	50632732	"chr2"
"LOC101927093"	30573470	30576505	"chr17"
"LOC101927098"	40696498	40717432	"chr20"
"LOC101927100"	115602154	115620419	"chr5"
"LOC101927108"	72030055	72090340	"chr9"
"LOC101927118"	81461460	81579444	"chr8"
"LOC101927120"	56848477	56878078	"chr11"
"LOC101927124"	31420757	31452883	"chr14"
"LOC101927131"	11465259	11473175	"chr16"
"LOC101927136"	53561288	53573275	"chr6"
"LOC101927138"	42968742	42971492	"chr20"
"LOC101927139"	66042499	66050718	"chr1"
"LOC101927141"	82912103	82961924	"chr8"
"LOC101927142"	100972647	100977161	"chr2"
"LOC101927143"	224208746	224213279	"chr1"
"LOC101927145"	62133757	62221384	"chr4"
"LOC101927151"	27793430	28024969	"chr19"
"LOC101927157"	47914226	47990737	"chr4"
"LOC101927159"	42685482	42688562	"chr20"
"LOC101927164"	224219612	224228043	"chr1"
"LOC101927166"	48444832	48466040	"chr17"
"LOC101927168"	6728926	6729862	"chr18"
"LOC101927178"	35081080	35113130	"chr14"
"LOC101927179"	47831344	47896848	"chr4"
"LOC101927182"	41903833	42108504	"chr20"
"LOC101927183"	38424270	38432008	"chr22"
"LOC101927188"	6954676	6957419	"chr18"
"LOC101927189"	53929981	53997667	"chr6"
"LOC101927190"	116367415	116374570	"chr5"
"LOC101927191"	72557621	72577583	"chr9"
"LOC101927196"	185719873	185740477	"chr2"
"LOC101927200"	43727387	43820895	"chr20"
"LOC101927202"	39090689	39093296	"chr22"
"LOC101927209"	49161310	49207720	"chr4"
"LOC101927211"	57114910	57172213	"chr6"
"LOC101927213"	56585919	56649188	"chr2"
"LOC101927226"	59616088	59635536	"chr11"
"LOC101927227"	12366977	12372582	"chr16"
"LOC101927234"	72522296	72528106	"chr9"
"LOC101927235"	57700839	57713182	"chr2"
"LOC101927237"	67417304	67422000	"chr4"
"LOC101927238"	80200034	80218781	"chr13"
"LOC101927241"	48813761	48814547	"chr12"
"LOC101927243"	77415197	77425444	"chr7"
"LOC101927245"	102654312	102730620	"chr8"
"LOC101927247"	226187895	226197380	"chr1"
"LOC101927248"	94704743	94708486	"chr13"
"LOC101927252"	189314957	189441127	"chr2"
"LOC101927253"	50627029	50631940	"chr17"
"LOC101927256"	2944553	2947091	"chr7"
"LOC101927257"	40521799	40526707	"chr22"
"LOC101927259"	128552589	128554520	"chr4"
"LOC101927262"	286109	301451	"chr2"
"LOC101927263"	96351352	96394300	"chr15"
"LOC101927267"	49292630	49324576	"chr12"
"LOC101927268"	57855890	57884589	"chr6"
"LOC101927269"	80371516	80374439	"chr7"
"LOC101927272"	50668854	50671639	"chr16"
"LOC101927278"	98446320	98453805	"chr10"
"LOC101927281"	73259280	73366382	"chr9"
"LOC101927283"	111263733	111291184	"chr2"
"LOC101927284"	94760940	94935410	"chr13"
"LOC101927293"	57961547	58178840	"chr6"
"LOC101927296"	73521321	73569774	"chr3"
"LOC101927297"	70678642	70686816	"chr4"
"LOC101927300"	99430703	99438117	"chr10"
"LOC101927310"	97553283	97560698	"chr15"
"LOC101927314"	97305585	97708917	"chr6"
"LOC101927318"	49951511	49962924	"chr12"
"LOC101927322"	58670008	58671873	"chr18"
"LOC101927325"	6505600	6517035	"chr7"
"LOC101927329"	74121219	74275368	"chr9"
"LOC101927330"	112583289	112585698	"chr2"
"LOC101927342"	76011323	76019356	"chr1"
"LOC101927344"	42438022	42453403	"chr22"
"LOC101927345"	9361332	9376651	"chr21"
"LOC101927353"	906479	915653	"chr6"
"LOC101927354"	7255153	7278069	"chr7"
"LOC101927355"	46900385	46902693	"chr20"
"LOC101927356"	82009176	82029955	"chr7"
"LOC101927357"	122581498	122584600	"chr5"
"LOC101927358"	74371530	74383530	"chr9"
"LOC101927359"	133093859	133149116	"chr4"
"LOC101927365"	99424870	99431315	"chr6"
"LOC101927366"	192046375	192055539	"chr2"
"LOC101927367"	55449862	55458538	"chr17"
"LOC101927369"	36097885	36150681	"chr17"
"LOC101927372"	42501888	42505859	"chr22"
"LOC101927374"	79411726	79435227	"chr3"
"LOC101927375"	24540999	24567324	"chr13"
"LOC101927377"	47352560	47354633	"chr20"
"LOC101927378"	84532475	84584318	"chr7"
"LOC101927383"	104702437	104705913	"chr2"
"LOC101927385"	97242853	97295446	"chr13"
"LOC101927388"	101452674	101454405	"chr6"
"LOC101927389"	55612963	55650247	"chr17"
"LOC101927391"	7550103	7566065	"chr7"
"LOC101927392"	105142859	105188799	"chr8"
"LOC101927393"	42871274	42873388	"chr22"
"LOC101927394"	7952804	8016307	"chr3"
"LOC101927397"	124131193	124137318	"chr5"
"LOC101927400"	113325039	113426150	"chr2"
"LOC101927401"	228360517	228369935	"chr1"
"LOC101927402"	64522188	64524155	"chr2"
"LOC101927404"	64871956	64993037	"chr18"
"LOC101927405"	106489843	106504665	"chr6"
"LOC101927410"	10661932	10666887	"chr18"
"LOC101927413"	108893711	108949003	"chr8"
"LOC101927414"	137603713	137701046	"chr4"
"LOC101927415"	123581065	123584327	"chr12"
"LOC101927417"	15326679	15343883	"chr1"
"LOC101927418"	44898907	44911917	"chr14"
"LOC101927419"	101252820	101263550	"chr10"
"LOC101927420"	87151422	87152493	"chr7"
"LOC101927421"	125036830	125367734	"chr5"
"LOC101927429"	144663836	144689892	"chr1"
"LOC101927432"	133333570	133386339	"chr3"
"LOC101927434"	81513879	81557702	"chr1"
"LOC101927436"	124605056	124609144	"chr12"
"LOC101927437"	99740869	99957165	"chr13"
"LOC101927439"	83218093	83273324	"chr3"
"LOC101927441"	15388357	15413823	"chr1"
"LOC101927445"	101850344	101879856	"chr10"
"LOC101927446"	90335222	90344094	"chr7"
"LOC101927447"	43275941	43283830	"chr22"
"LOC101927450"	79135421	79145666	"chr9"
"LOC101927452"	143498682	143514484	"chr1"
"LOC101927454"	196171538	196172849	"chr2"
"LOC101927461"	131311877	131315783	"chr10"
"LOC101927467"	11062293	11085864	"chr3"
"LOC101927468"	148208092	148247071	"chr1"
"LOC101927469"	14896998	14913440	"chr16"
"LOC101927472"	104323363	104326745	"chr10"
"LOC101927473"	91374644	91381272	"chr7"
"LOC101927474"	43570087	43571760	"chr22"
"LOC101927476"	40262916	40287721	"chrX"
"LOC101927478"	229508429	229514087	"chr1"
"LOC101927479"	16154995	16168216	"chr1"
"LOC101927480"	54847248	54848233	"chr16"
"LOC101927482"	196260023	196264204	"chr2"
"LOC101927483"	48194122	48228216	"chr14"
"LOC101927484"	55023487	55035740	"chr12"
"LOC101927486"	49568115	49571934	"chr20"
"LOC101927488"	126272516	126285175	"chr5"
"LOC101927490"	139618138	139647340	"chr4"
"LOC101927495"	61588493	61607546	"chr11"
"LOC101927496"	21240629	21242186	"chr18"
"LOC101927497"	92836482	92917187	"chr7"
"LOC101927499"	44312941	44314999	"chr22"
"LOC101927502"	81689712	81776900	"chr9"
"LOC101927503"	1049438	1057103	"chr11"
"LOC101927506"	63887	208057	"chr8"
"LOC101927509"	241267601	241277002	"chr2"
"LOC101927510"	57251077	57256230	"chr17"
"LOC101927511"	11910410	11948088	"chr18"
"LOC101927512"	50162411	50166301	"chr20"
"LOC101927513"	119062941	119068782	"chr8"
"LOC101927514"	126385152	126395106	"chr5"
"LOC101927516"	140128014	140138857	"chr4"
"LOC101927518"	86659068	86737260	"chr3"
"LOC101927521"	21379452	21451023	"chr18"
"LOC101927522"	35415907	35434730	"chr19"
"LOC101927523"	104474938	104480275	"chr10"
"LOC101927531"	126358011	126361065	"chr12"
"LOC101927533"	65897583	65899512	"chr2"
"LOC101927536"	56662255	56666252	"chr16"
"LOC101927538"	109334191	109352879	"chr6"
"LOC101927539"	57600863	57608412	"chr17"
"LOC101927543"	120761252	120776832	"chr8"
"LOC101927548"	22297817	22324720	"chr18"
"LOC101927549"	105673609	105820333	"chr10"
"LOC101927550"	99013164	99036492	"chr7"
"LOC101927551"	45000564	45003619	"chr22"
"LOC101927552"	83817665	83859095	"chr9"
"LOC101927556"	58129468	58163295	"chr16"
"LOC101927557"	57522247	57523597	"chr17"
"LOC101927558"	15702082	15727963	"chr7"
"LOC101927560"	83801515	83860546	"chr1"
"LOC101927562"	1554606	1555763	"chr11"
"LOC101927566"	258266	274365	"chr8"
"LOC101927571"	22723490	22786837	"chr18"
"LOC101927572"	36014498	36051117	"chr19"
"LOC101927573"	107689552	107713512	"chr10"
"LOC101927575"	84063442	84094601	"chr9"
"LOC101927583"	57618404	57621903	"chr12"
"LOC101927584"	46717520	46719557	"chr10"
"LOC101927588"	124192690	124247398	"chr8"
"LOC101927596"	197197990	197199273	"chr2"
"LOC101927598"	51765815	51825019	"chr14"
"LOC101927600"	112216878	112227987	"chr10"
"LOC101927602"	67365071	67414285	"chr9"
"LOC101927603"	85534066	85540871	"chr9"
"LOC101927604"	230874845	230879015	"chr1"
"LOC101927605"	60359781	60547255	"chr16"
"LOC101927608"	57893263	57896832	"chr12"
"LOC101927609"	17133915	17298538	"chr7"
"LOC101927610"	99919667	99925310	"chr7"
"LOC101927613"	142565057	142662044	"chr4"
"LOC101927615"	9045566	9064980	"chr21"
"LOC101927620"	53153353	53157528	"chr14"
"LOC101927623"	86127539	86157086	"chr9"
"LOC101927627"	109590441	109606219	"chr13"
"LOC101927630"	17463444	17558909	"chr7"
"LOC101927632"	100435505	100440066	"chr7"
"LOC101927635"	48506525	48508839	"chrX"
"LOC101927636"	143912330	143982454	"chr4"
"LOC101927640"	112236595	112306683	"chr6"
"LOC101927646"	110035253	110057354	"chr13"
"LOC101927647"	15739361	15762186	"chr3"
"LOC101927657"	126325494	126329535	"chr8"
"LOC101927661"	67213407	67244574	"chr2"
"LOC101927664"	112392371	112396400	"chr6"
"LOC101927666"	58076890	58083204	"chr17"
"LOC101927668"	19918980	20140426	"chr7"
"LOC101927673"	64000354	64007076	"chr11"
"LOC101927687"	199867341	199911242	"chr2"
"LOC101927690"	56514330	56551309	"chr14"
"LOC101927691"	868497	876613	"chr6"
"LOC101927692"	114764787	114779903	"chr10"
"LOC101927693"	132001056	132007022	"chr5"
"LOC101927699"	46582162	46598145	"chr10"
"LOC101927702"	60240126	60245636	"chr14"
"LOC101927708"	3507979	3571987	"chr11"
"LOC101927709"	118599782	118602966	"chr2"
"LOC101927711"	232815328	232907476	"chr1"
"LOC101927712"	110131436	110140237	"chr13"
"LOC101927723"	68361213	68370508	"chr2"
"LOC101927727"	909631	911212	"chr17"
"LOC101927730"	2883987	2900676	"chr6"
"LOC101927741"	200426214	200478045	"chr2"
"LOC101927745"	15370511	15444783	"chr21"
"LOC101927746"	101308306	101311339	"chr7"
"LOC101927751"	100892342	100919283	"chr15"
"LOC101927752"	1761962	1764584	"chr8"
"LOC101927756"	61031226	61049403	"chr14"
"LOC101927759"	3024062	3027434	"chr6"
"LOC101927760"	118241472	118248202	"chr10"
"LOC101927762"	933025	942743	"chr10"
"LOC101927764"	119717852	119760500	"chr2"
"LOC101927765"	234372806	234373593	"chr1"
"LOC101927769"	20296707	20311712	"chr7"
"LOC101927770"	53552769	53575308	"chr20"
"LOC101927786"	130332084	130336240	"chr12"
"LOC101927787"	234646288	234660924	"chr1"
"LOC101927788"	30403790	30433771	"chr15"
"LOC101927789"	65454388	65466675	"chr11"
"LOC101927790"	159936618	159941617	"chr5"
"LOC101927793"	88883514	88887136	"chr16"
"LOC101927795"	200780494	200812170	"chr2"
"LOC101927798"	133775550	133777352	"chr8"
"LOC101927809"	36180000	36187435	"chr18"
"LOC101927811"	20328300	20331762	"chr7"
"LOC101927814"	21589697	21599385	"chr16"
"LOC101927815"	2530091	2728451	"chr8"
"LOC101927817"	89430917	89454494	"chr16"
"LOC101927822"	133886495	133902407	"chr8"
"LOC101927823"	89817836	89821753	"chr9"
"LOC101927824"	3052493	3069273	"chr10"
"LOC101927825"	6319140	6346369	"chr11"
"LOC101927827"	42579804	42586534	"chr9"
"LOC101927829"	20342467	20350928	"chr3"
"LOC101927830"	155347136	155374174	"chrX"
"LOC101927834"	127628426	127630771	"chr2"
"LOC101927837"	67481318	67505977	"chr16"
"LOC101927839"	2232677	2233610	"chr17"
"LOC101927840"	203932314	203940824	"chr2"
"LOC101927844"	87203103	87251331	"chr1"
"LOC101927845"	134849934	134881899	"chr8"
"LOC101927846"	22607604	22611068	"chr15"
"LOC101927847"	89969415	89987486	"chr9"
"LOC101927851"	234957341	234963999	"chr1"
"LOC101927854"	24151323	24189956	"chr3"
"LOC101927855"	61361667	61367704	"chr17"
"LOC101927857"	39654574	39674733	"chr18"
"LOC101927858"	156654741	156659587	"chr7"
"LOC101927859"	20340996	20352494	"chr22"
"LOC101927863"	89492402	89504467	"chr16"
"LOC101927864"	2366588	2374943	"chr17"
"LOC101927865"	207186689	207254316	"chr2"
"LOC101927870"	103445206	103514007	"chr7"
"LOC101927871"	87956183	87966731	"chr1"
"LOC101927872"	135404354	135458048	"chr8"
"LOC101927877"	62808501	62836371	"chr17"
"LOC101927879"	39326403	39328008	"chr18"
"LOC101927880"	3429613	3504437	"chr10"
"LOC101927881"	128864599	128868727	"chr2"
"LOC101927882"	7338647	7342152	"chr12"
"LOC101927884"	75524067	75542706	"chr2"
"LOC101927888"	4341750	4347164	"chr6"
"LOC101927890"	23214007	23239759	"chr7"
"LOC101927895"	19210385	19240704	"chr1"
"LOC101927896"	234793219	234888364	"chr2"
"LOC101927897"	79456752	79467436	"chr18"
"LOC101927898"	63682335	63691001	"chr17"
"LOC101927904"	3910686	3935812	"chr10"
"LOC101927907"	76985964	77009788	"chr2"
"LOC101927908"	167164933	167168401	"chr5"
"LOC101927911"	2962246	2965895	"chr17"
"LOC101927913"	4774525	4775560	"chr6"
"LOC101927914"	157466230	157499716	"chr7"
"LOC101927915"	137406100	137413588	"chr8"
"LOC101927919"	117672812	117675284	"chr6"
"LOC101927932"	58863755	58888810	"chr20"
"LOC101927935"	91851975	91887803	"chr9"
"LOC101927936"	8169086	8180605	"chr11"
"LOC101927942"	149224289	149226353	"chr3"
"LOC101927943"	44676926	44679070	"chr18"
"LOC101927947"	153789213	154298819	"chr4"
"LOC101927948"	78088729	78127806	"chr2"
"LOC101927949"	152047288	152049887	"chr1"
"LOC101927950"	5664984	5695272	"chr6"
"LOC101927952"	89744142	89764529	"chr1"
"LOC101927954"	93008114	93014944	"chr9"
"LOC101927960"	208542641	208825587	"chr2"
"LOC101927961"	45158411	45181413	"chr18"
"LOC101927963"	141125939	141130279	"chr8"
"LOC101927964"	4051725	4089013	"chr10"
"LOC101927966"	8358982	8369597	"chr12"
"LOC101927967"	77743695	78290731	"chr2"
"LOC101927969"	168706926	168720884	"chr5"
"LOC101927971"	68388336	68406693	"chr14"
"LOC101927972"	5452467	5458075	"chr6"
"LOC101927974"	107742752	107744581	"chr7"
"LOC101927975"	89788369	89790492	"chr1"
"LOC101927978"	72759988	72822786	"chr16"
"LOC101927979"	4986990	4990556	"chr17"
"LOC101927987"	79493715	79500844	"chr2"
"LOC101927989"	76491651	76493918	"chr18"
"LOC101927993"	93091405	93095710	"chr9"
"LOC101927995"	30349331	30469465	"chr3"
"LOC101927999"	90165253	90167808	"chr16"
"LOC101928000"	5111934	5114382	"chr17"
"LOC101928004"	6694798	6801212	"chr6"
"LOC101928005"	137857237	137889363	"chr5"
"LOC101928007"	158178330	158184462	"chr4"
"LOC101928008"	9839141	9929263	"chr11"
"LOC101928009"	153174517	153191676	"chr1"
"LOC101928012"	112622380	112708072	"chr7"
"LOC101928014"	93857012	93858327	"chr9"
"LOC101928020"	210029921	210064356	"chr2"
"LOC101928021"	67244775	67262080	"chr17"
"LOC101928030"	9371781	9381422	"chr12"
"LOC101928032"	1337573	1341713	"chrX"
"LOC101928034"	153545741	153551769	"chr1"
"LOC101928035"	74192391	74215521	"chr16"
"LOC101928037"	141374182	141382337	"chr8"
"LOC101928039"	22212388	22255782	"chr15"
"LOC101928042"	32586104	32614746	"chr15"
"LOC101928045"	67657205	67717824	"chr17"
"LOC101928046"	70256151	70315231	"chr14"
"LOC101928047"	6708555	6730254	"chr6"
"LOC101928048"	60469608	60472976	"chr20"
"LOC101928051"	4995490	4997777	"chr10"
"LOC101928052"	162022732	162047550	"chr4"
"LOC101928053"	10809296	10822931	"chr11"
"LOC101928055"	1341708	1378476	"chrX"
"LOC101928058"	1971178	1973345	"chr8"
"LOC101928059"	153923368	153935240	"chr1"
"LOC101928063"	43996895	44002870	"chr19"
"LOC101928068"	244965203	244970869	"chr1"
"LOC101928069"	66473489	66480249	"chr11"
"LOC101928075"	70608797	70641298	"chr14"
"LOC101928076"	7540113	7543039	"chr6"
"LOC101928077"	26598936	26623449	"chr7"
"LOC101928080"	6121797	6141461	"chr10"
"LOC101928081"	163110214	163120430	"chr4"
"LOC101928084"	214084954	214102978	"chr2"
"LOC101928087"	142638595	142640648	"chr8"
"LOC101928089"	246108624	246113869	"chr1"
"LOC101928092"	2566028	2609181	"chrX"
"LOC101928093"	172755502	172762562	"chr5"
"LOC101928095"	7215809	7225804	"chr8"
"LOC101928096"	126100800	126202131	"chr6"
"LOC101928098"	95061595	95067545	"chr1"
"LOC101928100"	10363768	10398506	"chr12"
"LOC101928101"	154402320	154406564	"chr1"
"LOC101928103"	214810228	214963605	"chr2"
"LOC101928105"	150734470	150738985	"chr3"
"LOC101928107"	33111703	33123700	"chr21"
"LOC101928111"	239401435	239402364	"chr2"
"LOC101928118"	95163218	95233982	"chr1"
"LOC101928119"	94927019	94945554	"chr9"
"LOC101928120"	154961470	154962625	"chr1"
"LOC101928123"	73244017	73246001	"chr14"
"LOC101928126"	33976381	33977691	"chr21"
"LOC101928128"	85210705	85219289	"chrX"
"LOC101928131"	165730778	165743071	"chr4"
"LOC101928132"	13921446	13924863	"chr11"
"LOC101928134"	33303656	33310659	"chr15"
"LOC101928135"	34875794	35394023	"chr3"
"LOC101928140"	128027864	128086293	"chr6"
"LOC101928143"	73460934	73463642	"chr14"
"LOC101928144"	49499319	49527494	"chr18"
"LOC101928146"	10508662	10521404	"chr6"
"LOC101928150"	6618715	6639781	"chr10"
"LOC101928152"	87470149	87485191	"chr2"
"LOC101928156"	216519133	216529581	"chr2"
"LOC101928160"	143708050	143713898	"chr8"
"LOC101928161"	133266194	133284758	"chr2"
"LOC101928163"	23521929	23528419	"chr1"
"LOC101928166"	152159463	152205429	"chr3"
"LOC101928168"	29125032	29128172	"chr7"
"LOC101928174"	34755083	34812923	"chr15"
"LOC101928177"	156614741	156621928	"chr1"
"LOC101928180"	216553722	216579185	"chr2"
"LOC101928185"	132915556	132931494	"chr2"
"LOC101928188"	29210767	29220497	"chr16"
"LOC101928191"	10932316	10954089	"chr6"
"LOC101928193"	133189766	133192979	"chr9"
"LOC101928195"	65836969	65877274	"chr9"
"LOC101928196"	19398650	19468822	"chr2"
"LOC101928201"	4627199	4633572	"chrX"
"LOC101928202"	157284341	157311302	"chr1"
"LOC101928208"	29720475	29742396	"chr7"
"LOC101928211"	124337379	124352096	"chr7"
"LOC101928212"	42569023	42573810	"chr21"
"LOC101928214"	87656535	87687161	"chr2"
"LOC101928215"	29104509	29109211	"chr16"
"LOC101928216"	26006533	26031338	"chr1"
"LOC101928217"	4029912	4074365	"chr4"
"LOC101928219"	95625432	95807857	"chr1"
"LOC101928222"	19990203	20004806	"chr2"
"LOC101928226"	248697061	248699110	"chr1"
"LOC101928228"	5719170	5726136	"chrX"
"LOC101928230"	79600900	79612513	"chr16"
"LOC101928231"	134429029	134478897	"chr6"
"LOC101928234"	38156045	38165478	"chr3"
"LOC101928236"	157167347	157395749	"chr3"
"LOC101928237"	4560367	4583489	"chr4"
"LOC101928251"	73513682	73518770	"chr17"
"LOC101928253"	11990342	12001244	"chr6"
"LOC101928254"	125229578	125264291	"chr7"
"LOC101928255"	42650219	42653486	"chr21"
"LOC101928257"	52771389	52774861	"chr7"
"LOC101928263"	39152752	39173054	"chr3"
"LOC101928264"	159776472	159780787	"chr1"
"LOC101928266"	9171067	9179118	"chr17"
"LOC101928268"	30460049	30469217	"chr7"
"LOC101928269"	35954659	36004667	"chr21"
"LOC101928271"	20859770	20861661	"chr2"
"LOC101928272"	9197365	9295593	"chr10"
"LOC101928273"	137878753	137927932	"chr2"
"LOC101928274"	118117045	118135990	"chr12"
"LOC101928277"	134673909	134879364	"chr6"
"LOC101928278"	216711706	217250714	"chr2"
"LOC101928279"	4761759	4787374	"chr4"
"LOC101928283"	125184568	125379321	"chr7"
"LOC101928284"	42733593	42742433	"chr21"
"LOC101928295"	49368704	49388081	"chr19"
"LOC101928298"	10058721	10063502	"chr10"
"LOC101928300"	120630104	120640470	"chr12"
"LOC101928303"	26225319	26229840	"chr1"
"LOC101928304"	134525317	134540005	"chr6"
"LOC101928306"	4920807	4988671	"chr4"
"LOC101928307"	68632662	68634324	"chr6"
"LOC101928314"	172629931	172726878	"chr4"
"LOC101928316"	30684637	30735059	"chr11"
"LOC101928317"	14529203	14535673	"chr12"
"LOC101928322"	10419537	10462349	"chr10"
"LOC101928323"	42612309	42654388	"chr3"
"LOC101928324"	26462755	26467537	"chr1"
"LOC101928326"	135807144	135808684	"chr6"
"LOC101928331"	14431940	14517725	"chr6"
"LOC101928333"	127215126	127229921	"chr7"
"LOC101928334"	101150509	101176555	"chr1"
"LOC101928335"	107894596	107935980	"chrX"
"LOC101928336"	119291528	119335610	"chrX"
"LOC101928338"	30729405	30805485	"chr11"
"LOC101928343"	74598456	74625996	"chr17"
"LOC101928344"	204024	246524	"chr19"
"LOC101928346"	121581174	121596184	"chr12"
"LOC101928347"	88137202	88170560	"chr2"
"LOC101928350"	11857056	11881300	"chr17"
"LOC101928351"	159799100	159860470	"chr3"
"LOC101928352"	74613184	74616668	"chr14"
"LOC101928354"	14460480	14717745	"chr6"
"LOC101928357"	126495095	126537276	"chr7"
"LOC101928358"	108736539	108738903	"chrX"
"LOC101928359"	122421954	122478081	"chrX"
"LOC101928361"	143598905	143608759	"chr2"
"LOC101928362"	16107508	16276525	"chr12"
"LOC101928368"	37751536	37760837	"chr21"
"LOC101928369"	43108006	43144677	"chr21"
"LOC101928370"	101234872	101236528	"chr1"
"LOC101928371"	88538719	88575610	"chr2"
"LOC101928372"	160932464	160949922	"chr1"
"LOC101928373"	135853712	135923143	"chr6"
"LOC101928377"	75423666	75427690	"chr14"
"LOC101928380"	73080335	73084635	"chrX"
"LOC101928381"	65791120	65802027	"chr9"
"LOC101928383"	173382096	173391231	"chr4"
"LOC101928384"	134218907	134220058	"chr9"
"LOC101928385"	32052757	32053335	"chr11"
"LOC101928386"	143937066	143964156	"chr2"
"LOC101928387"	19553043	19672993	"chr12"
"LOC101928389"	17528434	17587160	"chrX"
"LOC101928391"	27031757	27063997	"chr1"
"LOC101928392"	82545095	82575461	"chr16"
"LOC101928397"	143361393	143364230	"chr7"
"LOC101928398"	38857538	38858862	"chr21"
"LOC101928401"	56534229	56538130	"chr7"
"LOC101928402"	123959232	123961341	"chrX"
"LOC101928403"	88627828	88631825	"chr2"
"LOC101928404"	163161674	163213023	"chr1"
"LOC101928409"	173507459	173511790	"chr4"
"LOC101928414"	45251580	45279222	"chr15"
"LOC101928415"	18984189	19082825	"chrX"
"LOC101928416"	132329849	132331575	"chr12"
"LOC101928417"	82953229	82990298	"chr16"
"LOC101928418"	12671861	12706135	"chr17"
"LOC101928419"	56124144	56127275	"chr5"
"LOC101928421"	35609751	35631624	"chr7"
"LOC101928422"	143620923	143645677	"chr7"
"LOC101928424"	102452918	102462038	"chr11"
"LOC101928429"	136784046	136786054	"chr6"
"LOC101928433"	16761137	16766883	"chr6"
"LOC101928436"	103417080	103525511	"chr1"
"LOC101928437"	113042726	113520614	"chrX"
"LOC101928438"	99585785	99819889	"chr9"
"LOC101928441"	23175635	23191587	"chr12"
"LOC101928443"	70056229	70065371	"chr11"
"LOC101928445"	179595903	179603741	"chr5"
"LOC101928446"	82773318	82829638	"chr16"
"LOC101928447"	76120335	76132525	"chr17"
"LOC101928450"	781001	782708	"chr19"
"LOC101928451"	128531331	128640002	"chr7"
"LOC101928453"	14074283	14087881	"chr10"
"LOC101928461"	136629113	136648198	"chr6"
"LOC101928462"	81052776	81172672	"chr14"
"LOC101928463"	17092942	17108266	"chr6"
"LOC101928465"	62648960	62653838	"chr20"
"LOC101928466"	143611425	143620912	"chr7"
"LOC101928472"	48784126	48787102	"chr15"
"LOC101928473"	70172150	70175974	"chr11"
